CardName,TaxDate,NumAtCard,U_CUINNUMBER,Taxable Amount,VAT AMOUNT
MIBISCO LTD,26/08/2023,MIB/94440,0430833590000022727,3193.88,511.02
254 BREWING COMPANY LIMITED,26/08/2023,#INV-015192,0190443080000003099,6620.69,1059.31
GLAXOSMITHKLINE LTD,28/08/2023,9008944090,0040559040000002842,14906.88,2385.1
NEW KCC LTD,29/08/2023,95120024,0190428740000101067,2784.31,445.49
CALIBER FOODS LIMITED,28/08/2023,7146,0040016430000003637,11289.69,1806.35
GITHUNGURI DAIRY FARMERS,28/08/2023,P1870247/INV,0190431800000201430,3047.63,487.62
SUNVEAT FOODS LIMITED,28/08/2023,63771,0110159740000013580                               HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&I,17795.69,2847.31
ALISON PRODUCTS LTD,24/08/2023,58597,0190978710000009756,40278.5,6444.56
NAIROBI JAVA HOUSE LTD,24/08/2023,JH01-02562239,0020109660000014659,63047.31,10087.57
HARLEYS LTD,28/08/2023,100076812,0020114490000005471,6645.0,1063.2
GITHUNGURI DAIRY FARMERS,29/08/2023,P1870882/INV,0190431800000202224,2168.38,346.94
DPL FESTIVE  LIMITED,29/08/2023,5401051,0020185500000331836,1492.19,238.75
RINZ PRODUCTS LTD SR,28/08/2023,1115,2760847010000000477,4865.5,778.48
BIDCO AFRICA LTD BEVERAGE,25/08/2023,91468467,0090969710000010737,8495.69,1359.31
MUJI ENTERPRISES,29/08/2023,1874,0040758980000000754,8741.38,1398.62
SEVEN DAYS INTERNATIONAL K LTD,30/08/2023,10486,0041411240000001195,20741.38,3318.62
254 BREWING COMPANY LIMITED,22/08/2023,INV-015136,0190443080000003055,4448.25,711.72
TWIGA STATIONERS AND PRINTERS LTD,25/08/2023,670890,0010193140000024220,4078.69,652.59
PORTCROSS LTD  PC.,29/08/2023,INV54359,0110167320000008365,14772.88,2363.66
KENAFRIC BAKERY LTD,30/08/2023,955301,0010192830000066587,1690.0,270.4
254 BREWING COMPANY LIMITED,11/08/2023,INV-01529.,0190443080000002954,4448.25,711.72
HIGHLANDS DRINKS LIMITED,29/08/2023,372436,0110164390000018090,4829.25,772.68
POLYTHENE INDUSTRIES LIMITED,30/08/2023,188731,0090969180000008885,40500.0,6480.0
SAVANNAH BRANDS COMPANY LIMITED,28/08/2023,49787,0020112050000015244,38184.0,6109.44
UDV KENYA LIMITED,28/08/2023,9510339594,0110600260000033590,66068.94,10571.03
TROPICAL HEAT LTD,29/08/2023,536744,0020001120000034627,64416.13,10306.58
NEW KCC LTD,30/08/2023,95120727,0190428740000101338,2609.13,417.46
SUPA SNACKS LTD,29/08/2023,5633,0040792980000005633,34115.0,5458.4
KARTASI PRODUCTS LIMITED,22/08/2023,221014699,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVNOICENO=0110396740000015397,58823.25,9411.72
MACE FOODS LTD YAYA,18/08/2023,MFL/PSINV/1850,0171382150000000474,818.88,131.02
UDV KENYA LIMITED,29/08/2023,9510339700,0110600260000033798,41194.81,6591.17
KENYA TEA PACKERS KETEPA,24/08/2023,000271911,0020001490000010825,47364.25,7578.28
KENYA TEA PACKERS KETEPA,20/08/2023,000271856,0020001490000010765,29844.88,4775.18
PROMASIDOR KENYA LTD,19/08/2023,000000000068709,0040072330000016485,14687.56,2350.01
HASBAH KENYA LTD CADBURY,25/08/2023,MSAINV4018005,0090972960000011031,53277.5,8524.4
HASBAH KENYA LTD,25/08/2023,MSAINV4018035,0090972960000011062,33741.81,5398.69
GITHUNGURI DAIRY FARMERS,28/08/2023,P1869862/INV,0190431800000201157,488.25,78.12
DEVYANI FOOD INDUSTRIES K LIMITED,29/08/2023,9730264258,0040094820000029854,8067.69,1290.83
NEW KCC LTD,29/08/2023,95119602,0190428630000011515,2118.13,338.9
BIO FOOD PRODUCTS LTD,25/08/2023,1061682,0190979930000001977,5880.0,940.8
PONDERS LIMITED,24/08/2023,NBI-87517,0190429790000012632,128381.5,20541.04
254 BREWING COMPANY LIMITED,23/08/2023,INV-015145,0190443080000003061,17793.13,2846.9
KENAFRIC BAKERY LTD,30/08/2023,955406,0010195680000098579,1133.5,181.36
AQUAPET AND STATIONERS LTD,26/08/2023,INV/01594,0170493470000035002,4167.0,666.72
TOWFIQ  K  LIMITED HQ,30/08/2023,3133816,0020107030000321706N,143776.81,23004.29
RADBONE CLARK  K  LTD,29/08/2023,271561,0010195890000025458,150807.81,24129.25
KENYA BREWERIES LTD,23/08/2023,9501458724,0110396000000058564,343481.13,54956.98
VIVA GLOBAL LIMITED,29/08/2023,148014,0090542210000007426,41716.06,6674.57
NEW KCC LTD,30/08/2023,95120818,0190428740000101429,935.63,149.7
VIVA GLOBAL LIMITED,29/08/2023,148015,0090542210000007425,17108.0,2737.28
MERIT AFRICA LTD,28/08/2023,127424,0110164060000011159,8760.0,1401.6
VIVA GLOBAL LIMITED,29/08/2023,148013,0090542210000007427,17979.5,2876.72
BIDCO AFRICA LTD,28/08/2023,91468789,0090969730000026147,75759.94,12121.59
ALISON PRODUCTS LTD,25/08/2023,58588,0190978710000009747,5481.0,876.96
KENAFRIC BAKERY LTD,29/08/2023,954860,0010195680000098214,976.5,156.24
SOYS LIMITED,29/08/2023,2094350,0040092680000021176,59663.81,9546.21
CHER BEAUTY SHOP,30/08/2023,40278,0432012890000000124,1965.5,314.48
DPL FESTIVE  LIMITED,29/08/2023,5401146,0020108550000331918,4565.19,730.43
KENAFRIC BAKERY LTD,30/08/2023,955601,001019568000098687,1584.0,253.44
COCA COLA NAIROBI BOTTLERS LIMITED,28/08/2023,1222325118,0110604280000067464,152086.25,24333.8
LAKI LAKI LIMITED,30/08/2023,145008,0090541950000003369,18154.19,2904.67
KIM FAY EAST AFRICA LTD,29/08/2023,IN587306,0110167480000043604,101112.44,16177.99
P Z CUSSONS AND COMPANY LTD HQ,25/08/2023,112307168,0110167920000008538,22738.06,3638.09
NAIROBI JAVA HOUSE LTD,24/08/2023,JH01-02562249,0020109660000014669,102720.69,16435.31
COCA COLA NAIROBI BOTTLERS LIMITED,25/08/2023,1222319136,0110604280000066890,88671.56,14187.45
TRUPTI  ENTERPRISES SR,23/08/2023,8854,0110367370000000915,2069.0,331.04
254 BREWING COMPANY LIMITED,23/08/2023,INV/015144,0190443080000003184,13448.25,2151.72
254 BREWING COMPANY LIMITED,16/08/2023,INV-015078,0190443080000002998,4344.81,695.17
WEETABIX E.A LTD,28/08/2023,IL2308000425,0110396600000011299,13124.56,2099.93
SPRING VALLEY COFFEE ROASTERS LTD,28/08/2023,INV-00012294,0190432390000104272,8750.0,1400.0
FARMERS CHOICE LTD,29/08/2023,SI+N000296565,0090541490000064033,46775.25,7484.04
KENCHIC FROZEN,29/08/2023,KSIN4689070,0020594590000079788,14538.25,2326.12
LOKI VENTURES LIMITED,30/08/2023,50500,0190429660000005358,5697.19,911.55
TROPICAL HEAT LTD,29/08/2023,536786,0020001120000034666,27391.0,4382.56
PONDERS LIMITED,22/08/2023,NBI-87419,0190429790000012540,55990.94,8958.55
SHAMULA LIMITED,21/08/2023,60314,0090774550000001203,9000.0,1440.0
EQUATORIAL NUTS PROCESSORS LTD,25/08/2023,42745,0040227860000001126,14900.44,2384.07
WEETABIX E.A LTD,28/08/2023,IL2308000348,0110396600000011289,5674.81,907.97
ZENKO KENYA LIMITED,24/08/2023,IN427030,0190433770000075170,58462.13,9353.94
BUDGET MEALS COMPANY LTD,26/08/2023,0520,0040552120000000520,3816.0,610.56
TROPICAL HEAT LTD,29/08/2023,536778,0020001120000034659,56004.06,8960.65
ZENKO KENYA LIMITED,25/08/2023,IN427193,0190433770000075481,23129.06,3700.65
HACO INDUSTRIES KENYA  LTD,25/08/2023,IN23080586,0190431310000007014,48574.75,7771.96
BROOKSIDE DAIRY,24/08/2023,2308251424,0040095430000168339,12421.5,1987.44
RADBONE CLARK  K  LTD,30/08/2023,271582,0010195890000025479,144554.06,23128.65
NEW KCC LTD,30/08/2023,95120869,0190428740000101473,2283.88,365.42
KEVAN TRADERS LIMITED MISS MUFFINS,29/08/2023,17501,0110659940000002767,3050.0,488.0
UVA WINES LIMITED SR,29/08/2023,SINV6787,0110164330000002085,13448.25,2151.72
TWIRL ENTERPRISES LTD,24/08/2023,4011,0190178920000001599,126387.94,20222.07
MERIT AFRICA LTD,30/08/2023,127501,0110164060000011276,1200.0,192.0
SBC KENYA LIMITED,28/08/2023,NBPSIN163363,0190431300000005698,7724.0,1235.84
RELIABLE FOOD AND LOGISTICS LIMITED,23/08/2023,INV55169,0040096760000008639,10500.0,1680.0
UNGA LTD,30/08/2023,910097865,0040095900000012702,183620.69,29379.31
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,26/08/2023,9730263724,0040098410000165696,2943.0,470.88
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,29/08/2023,9730264284,0040094810000166111,2277.94,364.47
GOLD CROWN BEVERAGES,23/08/2023,153322,0040092890000017384,63908.63,10225.38
KINGS WEAR LIMITED,28/08/2023,01157356,0171363420000093764,16732.75,2677.24
ROSAKIND EA LIMITED,26/08/2023,51985,0040762670000003483,15879.38,2540.7
JAK INDUSTRIES LTD,28/08/2023,26710,0430205880000001589,7723.5,1235.76
MUJI ENTERPRISES,28/08/2023,1869,0040758980000000751,23948.25,3831.72
CHANDARIA INDUSTRIES LTD MACCOFFEE,26/08/2023,1545994,0110167020000175171,6601.31,1056.21
GROUPACO HOLDINGS LTD,11/08/2023,GHL 9695,0190436350000003871,14555.13,2328.82
RAY OF LIGHT LIMITED SR,30/08/2023,203228,0040297000000000345,1422.44,227.59
MJENGO LIMITED,27/08/2023,1047917,0110145120000070859,4096.56,655.45
KENYA WINE AGENCIES KWAL,21/08/2023,0000459221,0110144790000014211,32432.94,5189.27
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,24/08/2023,9730263113,0040094810000165032,4073.25,651.72
DEVYANI FOOD INDUSTRIES K LIMITED,22/08/2023,9730262402,0040094840000005794,8045.69,1287.31
KANYANGOLD ABERDARE PARMESSAN CHEESE,28/08/2023,213166,0110156540000000619,9931.0,1588.96
DEVYANI FOOD INDUSTRIES K LIMITED,22/08/2023,9730262394,0040094840000005792,2681.88,429.1
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,22/08/2023,9730262399,0040094840000005793,20223.44,3235.75
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,25/08/2023,9730263356,0040094840000005819,12940.31,2070.45
BENCHMARK DISTRIBUTORS LTD,26/08/2023,169466,0190429970000002296,161309.38,25809.5
ZENKO KENYA LIMITED,31/08/2023,IN424508,0190433770000069344,263178.0,42108.48
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,26/08/2023,9730263785,0040094810000165742,3488.06,558.09
EQUATOR BOTTLERS LIMITED,29/08/2023,1222320835,0110604290000016067,191902.31,30704.37
DPL FESTIVE  LIMITED,29/08/2023,5398631,0020115300000083602,5778.5,924.56
SPRING VALLEY COFFEE ROASTERS LTD,28/08/2023,INV-00012304,0190432390000104428,22448.25,3591.72
KINGS WEAR LIMITED,29/08/2023,01156662,0171363420000086173,12141.75,1942.68
READY BELLY LIMITED,22/08/2023,2787,0090542200000001268,5677.25,908.36
ROSHNI DIST LTD  R D,11/08/2023,0352026,0110400270000012198,300842.38,48134.78
ENOVA INDUSTRIES LIMITED,25/08/2023,76301,0170519390000016834,3474.13,555.86
BROOKSIDE DAIRY,28/08/2023,2308270774,0040095430000169754,70872.06,11339.53
BROOKSIDE DAIRY,27/08/2023,2308281488,0040095410000329332,12482.31,1997.17
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,29/08/2023,9730264261,0040094810000166044,10001.69,1600.27
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,28/08/2023,9730264210,0040094810000166037,6982.75,1117.24
HASBAH KENYA LTD P AND G,25/08/2023,MSAINV4018004,0090972960000011030,69493.75,11119.0
DEVYANI FOOD INDUSTRIES K LIMITED,28/08/2023,9730264244,0040094820000029852,12762.94,2042.07
254 BREWING COMPANY LIMITED,09/08/2023,INV-015005,0190443080000002934,8896.56,1423.45
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,26/08/2023,9730263554,0040094810000165557,1357.75,217.24
TWIRL ENTERPRISES LTD,23/08/2023,4002,0190178920000001587,129844.81,20775.17
BROOKSIDE DAIRY,26/08/2023,2308271023,0040095430000169851,548.25,87.72
BROOKSIDE DAIRY,27/08/2023,2308281315,0040095430000170900,11571.25,1851.4
PERNOD RICARD KENYA,29/08/2023,SI030158,0110164380000003901,34596.13,5535.38
CHANDARIA INDUSTRIES LTD MACCOFFEE,25/08/2023,1543771,0110167020000173744,2738.06,438.09
EAST AFRICA UNILEVER  K  U L,24/08/2023,5230253669,0110161060000007827,29498.94,4719.83
ZENKO KENYA LIMITED,24/08/2023,IN427028,0190433770000075165,11484.13,1837.46
SMART BRANDS LTD HQ,24/08/2023,IN-978636,0020115030000010113,19802.56,3168.41
BROOKSIDE DAIRY,24/08/2023,2308251212,0040095420000354706,46467.81,7434.85
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,26/08/2023,9730263567,0040094810000165571,4358.19,697.31
WESTLANDS TRADING LTD,26/08/2023,93846,0430205210000007595,10982.31,1757.17
BROOKSIDE DAIRY,25/08/2023,2308261111,0040095420000355430,29663.44,4746.15
CHANDARIA INDUSTRIES LTD MACCOFFEE,25/08/2023,1543686,0110167020000173698,2738.06,438.09
CHANDARIA INDUSTRIES  LTD KENTASTE,25/08/2023,1536997,0110167020000169750,477.81,76.45
ON DEMAND DISTRIBUTION HOUSE,25/08/2023,INV/2023/08/0245,0040093850000003616,4849.19,775.87
SPHERETASTE FOODS LIMITED,29/08/2023,1843,0040824080000000394,5473.31,875.73
GO PRO FOODS LTD SR,30/08/2023,1210,0170934490000001305,4096.56,655.45
GOLDEN AFRICA K LTD,30/08/2023,90117632,0110397880000015140,81104.31,12976.69
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,28/08/2023,9730264099,HTTPS://ITAX.KRA.GO.KE/kra-pORTAL/INVOICEcHK.HTM?ACTIONcODE=LOADpAGE&INVOICEnO=0040094810000165979,7109.06,1137.45
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,29/08/2023,9730264531,0040094810000166457,4370.5,699.28
DPL FESTIVE  LIMITED,30/08/2023,5401118,0020108550000331998,1374.5,219.92
KIM FAY EAST AFRICA LTD,29/08/2023,IN587307,0110167480000043605,19703.88,3152.62
WINNIES PURE HEALTH,25/08/2023,137943,0190276130000009955,10985.56,1757.69
TWIRL ENTERPRISES LTD,09/08/2023,3963,0190178920000001534,233594.81,37375.17
WINNIES PURE HEALTH,25/08/2023,137944,0190276130000009953,8352.5,1336.4
HAPPY COW,25/08/2023,HCL211915,0110167080000040864,3205.31,512.85
C.DORMAN,17/08/2023,MIN5491,0110168160000020516,204068.44,32650.95
TOWFIQ  K  LIMITED HQ,30/08/2023,3133828,0020107030000321753,178687.44,28589.99
KAPA OIL REFINERIES LTD,28/08/2023,90285279,0110168250000036952,703522.94,112563.67
C AND R FOOD INDUSTRIES LTD,28/08/2023,47183,0010193440000004173,18719.44,2995.11
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,26/08/2023,9730263795,0040094810000165751,2855.19,456.83
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,25/08/2023,9730263393,0040094810000165474,6096.75,975.48
MJENGO LIMITED,27/08/2023,2118804,0110145120000070860,29475.0,4716.0
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,26/08/2023,9730263726,0040094810000165698,11366.88,1818.7
HUSEINI BAKERY LTD,30/08/2023,35939,0172171000000000126,19869.0,3179.04
RAA LIMITED,15/08/2023,530230,0011040770000008579,29854.5,4776.72
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,28/08/2023,9730264113,0040094810000165949,6113.06,978.09
DPL FESTIVE  LIMITED,30/08/2023,5401071,0020108550000331853,6632.69,1061.23
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,24/08/2023,9730263054,0040094810000165152,6788.81,1086.21
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,26/08/2023,9730263772,HTTPS://ITAX.KRA.GO.KE/kra-pORTAL/INVOICEcHK.HTM?ACTIONcODE=LOADpAGE&INVOICEnO=0040094810000165726,7501.69,1200.27
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,24/08/2023,9730263221,0040094810000165156,4073.25,651.72
NATURES HEALTH LTD,30/08/2023,5681,0040912930000001541,5064.31,810.29
TWIRL ENTERPRISES LTD,21/08/2023,3986,0190178920000001568,281025.88,44964.14
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,27/08/2023,9730263883,0040084810000165867,1427.56,228.41
ZENKO KENYA LIMITED,24/08/2023,IN427021,0190433770000075154,24491.0,3918.56
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,28/08/2023,9730264114,0040094810000165948,549.0,87.84
BROOKSIDE DAIRY,24/08/2023,2308251181,0040095420000354870,5124.44,819.91
KRISH COMMODITIES LTD,23/08/2023,46509,0190433700000005134,8620.69,1379.31
BROOKSIDE DAIRY,25/08/2023,2308260826,0040095420000355473,10685.19,1709.63
TWIRL ENTERPRISES LTD,25/08/2023,3990,0190178920000001570,196275.88,31404.14
KINGSLEY BEVERAGES K LIMITED,25/08/2023,1243,0430829920000000466,1206.19,192.99
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,28/08/2023,9730263964,0040094840000005855,20344.31,3255.09
MIA WINES AND  SPIRITS INTERNATIONAL,10/08/2023,27824,0190429070000003076,17446.56,2791.45
P Z CUSSONS AND COMPANY LTD HQ,07/08/2023,112297930,0110167920000008133,142181.13,22748.98
P Z CUSSONS AND COMPANY LTD HQ,25/08/2023,112308086,0110167920000008604,34876.69,5580.27
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,25/08/2023,9730263513,0040084810000165497,13989.06,2238.25
MZURI SWEETS LIMITED,23/08/2023,1040048,0110396680000012525,29659.0,4745.44
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,24/08/2023,9730263068,0040094810000155049,2715.5,434.48
BIC EAST AFRICA LIMITED,23/08/2023,23003454 RI,0190434490000004584,18372.13,2939.54
KENYA WINE AGENCIES KWAL,24/08/2023,0000459343,0110144790000014340,61208.38,9793.34
P Z CUSSONS AND COMPANY LTD HQ,25/08/2023,112307758,0110167920000008568,24319.13,3891.06
ZENKO KENYA LIMITED,22/08/2023,INNKR100025021,0190433770000074176,84254.06,13480.65
P Z CUSSONS AND COMPANY LTD HQ,23/08/2023,112307213,0110167920000008548,34180.13,5468.82
TROPIKAL BRANDS  AFRICA LTD,25/08/2023,INV122786,0040559290000012944,50804.13,8128.66
MZURI SWEETS LIMITED,17/08/2023,1039889,0110396680000012363,25875.13,4140.02
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,24/08/2023,9730263117,0040094810000155199,7023.44,1123.75
KENYA BREWERIES LTD,25/08/2023,9501459175,0110396000000058899,1099998.25,175999.72
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,29/08/2023,9730264295,0040094810000156122,6414.63,1026.34
HUSEINI BAKERY LTD,30/08/2023,35943,0172171000000000130,6727.56,1076.41
PROLEX VENTURES LIMITED,24/08/2023,PNV0661,0041419270000000471,14424.13,2307.86
MALACHITE LIMITED,29/08/2023,10299858,0190431320000033423,51752.0,8280.32
STATPACK INDUSTRIES LTD,28/08/2023,C123-2800,0090969110000021539,4182.0,669.12
RADBONE CLARK  K  LTD,29/08/2023,271553,0010195890000025433,50072.75,8011.64
SUPERSLEEK LIMITED,29/08/2023,178499,0040075150000014725,20006.44,3201.03
KENYA BREWERIES LTD,08/08/2023,9501454847,0110396000000055680,85192.5,13630.8
P Z CUSSONS AND COMPANY LTD HQ,25/08/2023,112308688,0110167920000008618,6269.56,1003.13
MENENGAI O REFINERIES LTD,22/08/2023,95172418,0110161760000016511                               HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&I,39031.25,6245.0
GLACIER PRODUCTS LTD 2ND,24/08/2023,446661,0190438080000030429,4539.0,726.24
GLACIER PRODUCTS LTD 2ND,24/08/2023,446655,0190438080000030428,5625.06,900.01
KENYA BREWERIES LTD,24/08/2023,9501459158,0110396000000058862,456052.38,72968.38
JUBILEE TISSUE INDUSTRIES LTD,24/08/2023,JTIL21262/2023,0040075050000011164,45388.88,7262.22
RAA LIMITED,24/08/2023,531332,0011040770000009195,7024.38,1123.9
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,28/08/2023,9730264131,0040094810000165957,14373.94,2299.83
GITHUNGURI DAIRY FARMERS,26/08/2023,P1868659 /INV,0190431800000199699,408.63,65.38
CROWN BRANDS,27/08/2023,12885,0110393520000001803,6400.0,1024.0
SUPA SNACKS LTD,28/08/2023,5595,0040792980000005595,14934.0,2389.44
KINGS WEAR LIMITED,28/08/2023,01157354,0171363420000093760,2689.69,430.35
PERNOD RICARD KENYA,29/08/2023,SI030162,0110164380000003894,38670.75,6187.32
KENAFRIC BEVERAGES AND B  LTD,30/08/2023,90050648,0020111550000008711,2639.06,422.25
TWIRL ENTERPRISES LTD,23/08/2023,3995,0190178920000001588,123043.13,19686.9
ECO FRIENDLY CONVERTERS LTD,29/08/2023,6124,0091649270000000189,2952.0,472.32
ARYUV AGENCIES LTD,30/08/2023,128195,0110391800000012176,20026.13,3204.18
CALIBER FOODS LIMITED,28/08/2023,7145,0040016430000003639,10772.44,1723.59
DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,28/08/2023,9730264097,0040094810000165942,3832.25,613.16
MANJI FOOD INDUSTRIES LTD,29/08/2023,IW2308000866,0110638600000005285,31909.13,5105.46
RADBONE CLARK  K  LTD,30/08/2023,271578,0010195890000025475,57903.94,9264.63
MJENGO LIMITED,27/08/2023,2118731,0110145120000070738,5471.06,875.37
WINE ROUTES LIMITED,30/08/2023,2458,0190984940000000673,35275.88,5644.14
SOYS LIMITED,29/08/2023,2094348,0040092680000021175,51336.19,8213.79
DPL FESTIVE  LIMITED,29/08/2023,5401103,0010108550000331884,4478.94,716.63
THE WINE SHOP LTD,30/08/2023,33499,0170495820000020370,31377.56,5020.41
VIVA GLOBAL LIMITED,30/08/2023,148070,0090542210000007481,103665.13,16586.42
NEW KCC LTD,31/08/2023,95121981,0190428740000101828,1928.75,308.6
JAUNTY BEVERAGES LIMITED,30/08/2023,2023-0400,0040234880000000216,12480.0,1996.8
GLACIER PRODUCTS LTD G P,30/08/2023,448425,0190979290000016494,35480.19,5676.83
GLACIER PRODUCTS LTD G P,30/08/2023,448532,0190979210000028329,6323.25,1011.72
MZURI SWEETS LIMITED,28/08/2023,1040175,0110396680000012654,11144.19,1783.07
KEVAN TRADERS LIMITED MISS MUFFINS,30/08/2023,17517,0110659940000002782,3700.0,592.0
BIO FOOD PRODUCTS LTD,31/08/2023,1062505,0190979930000003088,34315.19,5490.43
SEVI ENTERPRISES,31/08/2023,4133,0430566180000000319,3120.0,499.2
MILL BAKERS LIMITED,31/08/2023,C163149,0040078680000075582,8902.56,1424.41
LONDON DISTILLERS EA LTD,31/08/2023,EIN029922,0090968640000004783,8793.13,1406.9
GOLD CROWN BEVERAGES,30/08/2023,153692,0040092890000017854,41230.63,6596.9
SUPA BRITE LTD,15/08/2023,SO109555,0190430080000004167,8590.25,1374.44
PERNOD RICARD KENYA,24/08/2023,SI030078,0110164380000003826,367520.31,58803.25
LAVINGTON GREEN BOOKSHOP HQ,21/08/2023,21119,0040028850000001506,29629.31,4740.69
GLACIER PRODUCTS LTD 2ND,28/08/2023,447612,0190980220000006136,24905.19,3984.83
GLACIER PRODUCTS LTD G P,28/08/2023,447606,0190980220000006134,70604.75,11296.76
KULAL INTERNATIONAL LTD,25/08/2023,198137,0110167000000015427,41353.5,6616.56
ROYAL BREKKERS LIMITED,24/08/2023,7475,0040303780000001203,5431.0,868.96
UKWALA TRADING 2022 LTD SR HQ,18/08/2023,HH02930,0040023660000004260,59551.75,9528.28
HAPPY COW,26/08/2023,HCL211964,0110167080000040913,81796.69,13087.47
STATPACK INDUSTRIES LTD,28/08/2023,C123-2808,0090969110000021548,17135.44,2741.67
RAA LIMITED,29/08/2023,531809,0011040770000009436,11596.38,1855.42
RADBONE CLARK  K  LTD,29/08/2023,271558,0010195890000025445,38562.13,6169.94
NEW KCC LTD,30/08/2023,95120888,0190428740000101490,2226.75,356.28
SUPERSLEEK LIMITED,28/08/2023,178455,0040075150000014677,18879.69,3020.75
NEW KCC LTD,28/08/2023,95118987,0190428740000100594,2731.44,437.03
MOONSUN PICTURES INTER LTD,29/08/2023,W2023598,0170501730000001041,72000.0,11520.0
SAI PHARMACEUTICALS K LIMITED SR,26/08/2023,231000546,0110166380000007422,32256.31,5161.01
LOKI VENTURES LIMITED,21/08/2023,50069,0190429660000005244,24322.75,3891.64
SUPA SNACKS LTD,28/08/2023,5596,0040792980000005596,38815.0,6210.4
